"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Hill Strength","Run","","1.13333333333333","13772","2026-01-01","","12220.8896484375","363","565","1483.546","","1.1339111328125","2.99399995803833","","165","","143","169","","","0.693941003874563","60.68","35","16","20","1","0","","","","","","0","0","0","7","17","44","","","","","4","5"
"Running","Run","","","","2026-01-01","","5005.2099609375","189","399","485.056","","0.712228894233704","1.95200002193451","","116","","114","135","","","0.474641350506254","17.62","43","0","0","0","0","","","","","","14","4","3","6","10","5","","","","","1",""
"TrainingPeaks Virtual - Workout: Endurance Ride (45 mins)","Bike","","0.75","","2026-01-02","","24878.76953125","168","190","457.029","","0.759722232818604","9.14997040502023","","87","","121","133","","","0.678565501165903","34.34","45","0","0","0","0","","","","","","4","42","0","0","0","0","","","","","",""
"Long Trail Run (Vert Focus)","Run","Look for long, sustained climbs with significant vertical gain where possible. (i.e. platteklip, devils peak, Newlands Ravine, nursery ravine, Constania Nek, Constantiaberg, etc.) Ideally >500m+ or as much vertical gain per kilometre as the event you are training for e.g. UTCT 55km has 49m+ per km so in a 20km long run you want to get ±980m+","1","","2026-01-03","","10340.91015625","346","537","1271.3","","1.01980471611023","2.81699991226196","","165","","145","159","","","0.688494238020256","53.56","21","37","7","0","0","","","","","","1","1","2","6","10","42","","","","","",""
"Easy Recovery Run","Run","","1.5","","2026-01-04","","14282.509765625","319","529","1724.971","","1.5009069442749","2.64299988746643","","157","","139","155","","","0.635416906325446","67.8","57","37","1","0","0","","","","","","2","2","4","15","16","52","","","","","",""
"Trail Running","Run","","","","2026-01-09","","8021.7998046875","332","565","973.055","","0.813995838165283","2.73699998855591","","159","","135","151","","","0.625639125506922","35.11","37","14","0","0","0","","","","","","0","0","2","8","8","30","","","","","",""
"Trail Running","Run","","","","2026-01-10","","10434.2001953125","335","546","1272.718","","1.05321335792542","2.75200009346008","","161","","141","160","","","0.661643219128534","51.15","31","31","4","0","0","","","","","","2","1","2","6","11","42","","","","","",""
"Trail Running","Run","","","","2026-01-11","","16225.26953125","343","511","1941.483","","1.57281672954559","2.8659999370575","","161","","152","172","","","0.737679550703634","95.89","18","38","44","0","0","","","","","","3","1","2","10","17","61","","","","","",""
"Aerobic Trail","Run","","1.25","15303","2026-01-13","","12811.5","358","570","1521.355","","1.18112778663635","3.01300001144409","","163","","152","170","","","0.742870422719219","72.51","11","32","32","1","0","","","","","","0","0","1","9","10","51","","","","","3","5"
"Easy Effort Trail Run + 6 x 20 sec Strides (30 rest between)","Run","Easy effort runs are the bread and butter of your training. They are harder than recovery runs, but easier than threshold and are intended to boost your overall aerobic endurance by increasing the volume of your training safely. You should be able to do a hard session the next day, if not - you're running these too hard. Strides are shorts sprints at 90% effort, not flat out, to improve leg turnover. Run these on a flat surface, road or grass.","1.25","","2026-01-14","","11241.6396484375","336","650","1329.426","","1.09805750846863","2.84400010108948","","160","","148","166","","","0.712435983077847","61.88","19","28","22","0","0","","","","","","1","0","2","12","10","41","","","","","6","5"
"Easy Recovery Run","Run","","1.5","","2026-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-01-16","","7008.47998046875","376","453","753.941","","0.554735004901886","3.5090000629425","","164","","141","154","","","0.809164084838194","39.67","17","17","0","0","0","","","","","","1","0","0","0","0","33","","","","","3",""
"Easy Road Run","Run","","1","","2026-01-17","","13031.26953125","380","492","1409.09","","1.02511131763458","3.53099989891052","","166","","145","156","","","0.815913667443279","75.7","17","46","3","0","0","","","","","","1","0","0","0","0","60","","","","","3","5"
"Easy Road Run","Run","","1.5","","2026-01-18","","10204.08984375","376","489","1104.985","","0.815699756145477","3.47499990463257","","169","","143","153","","","0.804384070312478","58.16","15","36","0","0","0","","","","","","0","0","0","0","0","49","","","","","3",""
"Easy Road Run","Run","","1","","2026-01-19","","10780","346","398","1271.044","","1.018918633461","2.93899989128113","","158","","153","170","","","0.75838915928272","64.95","4","31","30","1","0","","","","","","1","0","0","0","1","59","","","","","4",""
"Easy Road Run","Run","","1","","2026-01-20","","10243.5703125","352","516","1154.846","","0.907162189483643","3.13700008392334","","160","","140","160","","","0.721886846456206","52.26","32","22","4","0","0","","","","","","2","0","0","0","2","50","","","","","2",""
"Easy Road Run","Run","","1","","2026-01-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Road Run","Run","","1","","2026-01-22","","12130","320","491","1153.197","","1.00069272518158","3.36700010299683","","161","","145","161","","","0.784511023998261","68.22","18","42","5","0","0","","","","","","0","0","0","0","1","59","","","","","3",""
"Easy Road Run","Run","","1","","2026-01-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trail Running","Run","","","","2026-01-26","","11012.48046875","364","564","1316.397","","1.00478994846344","3.04399991035461","","166","","155","172","","","0.764488182772495","65.04","5","23","34","1","0","","","","","","1","2","1","5","9","43","","","","","",""
"Trail Running","Run","","","","2026-01-27","","11197.91015625","359","566","1321.049","","1.02051091194153","3.04800009727478","","164","","147","163","","","0.709901172025493","56.99","20","24","21","0","0","","","","","","0","0","2","9","8","42","","","","","",""
"Trail Running","Run","","","","2026-01-28","","12120.599609375","351","586","1478.251","","1.16815388202667","2.88199996948242","","164","","148","165","","","0.715590855494352","66.53","21","29","26","0","0","","","","","","1","2","2","7","9","48","","","","","",""
"Trail Running","Run","","","","2026-01-31","","20386.919921875","343","610","2473.674","","2.00198197364807","2.8289999961853","","162","","151","170","","","0.728600107385702","119.79","28","43","55","0","0","","","","","","2","2","5","12","19","81","","","","","",""
"Running","Run","","","","2026-02-01","","12313.740234375","286","567","1628.251","","1.58161556720734","2.16300010681152","","143","","150","170","","","0.724940861104582","93.14","26","37","39","0","0","","","","","","17","1","2","15","17","43","","","","","3",""
"Running","Run","","","","2026-02-03","","10622.0302734375","311","503","1411.033","","1.25902771949768","2.34400010108948","","156","","148","174","","","0.714309488158477","71.58","27","28","20","5","0","","","","","","10","2","2","5","11","46","","","","","",""
"Trail Running","Run","","","","2026-02-04","","11245.33984375","356","539","1343.52","","1.04693138599396","2.98399996757507","","165","","144","161","","","0.690484548315856","55.34","25","30","12","0","0","","","","","","0","0","2","7","10","43","","","","","",""
"Running","Run","","","","2026-02-05","","12012.5595703125","288","591","1568.676","","1.5123507976532","2.20600008964539","","143","","149","170","","","0.718671066896663","87.44","30","29","36","1","0","","","","","","15","2","3","14","15","42","","","","","",""
"Trail Running","Run","","","","2026-02-06","","11010.7001953125","364","555","1334.132","","1.017373919487","3.00600004196167","","164","","150","170","","","0.733892438051602","60.72","13","25","27","0","0","","","","","","0","1","2","5","7","45","","","","","",""
"Running","Run","","","","2026-02-07","","24010.939453125","344","549","2891.687","","2.33560085296631","2.85599994659424","","162","","151","173","","","0.728866949481031","140.41","35","42","68","3","0","","","","","","4","2","6","17","16","96","","","","","",""
"Trail Running","Run","","","","2026-02-08","","17625.5","305","570","2229.778","","2.02989053726196","2.41199994087219","","148","","144","163","","","0.686925633221785","108.02","52","46","34","0","0","","","","","","10","6","8","16","19","62","","","","","",""
"Running","Run","","1.25","","2026-02-10","","12296.990234375","341","582","1539.573","","1.25164580345154","2.72900009155273","","163","","147","171","","","0.701222946334417","68.56","23","39","16","1","0","","","","","","6","2","3","7","8","50","","","","","",""
"Running","Run","","1.5","","2026-02-11","","12445.41015625","285","534","1674.249","","1.63162660598755","2.11899995803833","","145","","145","163","","","0.694986701127244","88.38","41","31","30","0","0","","","","","","17","2","2","16","18","43","","","","","",""
"Treadmill Running","Run","","1","","2026-02-12","","12375.6103515625","361","386","1299.489","","1.00064980983734","3.43499994277954","","164","","146","159","","","0.699940179602808","54.32","20","32","14","0","0","","","","","","0","0","0","0","0","60","","","","","3","5"
"Treadmill Running","Run","","1","","2026-02-13","","12184.1298828125","356","382","1284.598","","1.00113475322723","3.38100004196167","","162","","137","149","","","0.623191869530029","43.07","46","18","0","0","0","","","","","","0","0","0","0","0","60","","","","","2",""
"Running","Run","","2.5","","2026-02-14","","25410.109375","342","567","3093.175","","2.50886106491089","2.81299996376038","","158","","147","171","","","0.700373765289328","139.49","56","53","48","2","0","","","","","","3","3","7","19","26","93","","","","","",""
"Trail Running","Run","","2","","2026-02-15","","17763.41015625","306","577","2237.372","","2.02924084663391","2.43199992179871","","150","","143","168","","","0.680701475407523","106.03","58","42","28","0","0","","","","","","10","6","8","17","16","64","","","","","",""
"Running","Run","","1.5","","2026-02-17","","13144.9599609375","279","551","1791.065","","1.7829874753952","2.04800009727478","","141","","147","167","","","0.70670084033055","100.08","39","36","38","0","0","","","","","","22","3","2","12","22","46","","","","","",""
"Trail Running","Run","","1","","2026-02-18","","11016.3603515625","352","551","1305.537","","1.02872061729431","2.97499990463257","","167","","138","156","","","0.64436423030669","47.35","40","23","2","0","0","","","","","","0","0","2","9","8","42","","","","","",""
"Running","Run","","1.25","","2026-02-19","","14010.099609375","370","591","1683.727","","1.26430451869965","3.07800006866455","","167","","145","174","","","0.702595432230805","69.54","36","19","18","6","0","","","","","","0","0","1","12","13","50","","","","","",""
"Trail Running","Run","","1","","2026-02-20","","11015.25","347","522","1310.033","","1.04679834842682","2.92300009727478","","165","","143","163","","","0.681423411349676","53.91","28","26","11","0","0","","","","","","0","0","2","9","8","44","","","","","",""
"Running","Run","","3","","2026-02-21","","28156.189453125","315","548","3419.496","","3.01776337623596","2.59200000762939","","154","","149","170","","","1.37937223425724","572.02","52","53","87","0","0","","","","","","12","7","10","24","28","100","","","","","",""
"Trail Running","Run","","1.5","","2026-02-22","","5878.27978515625","369","527","788.743","","0.593477785587311","2.75099992752075","","166","","139","154","","","0.654566564830349","27.81","20","16","0","0","0","","","","","","0","0","0","4","4","27","","","","","",""
"Trail Running","Run","","","","2026-02-22","","10070.8095703125","338","512","1105.602","","0.908670246601105","3.0789999961853","","166","","134","150","","","0.636990038425318","40.74","38","18","0","0","0","","","","","","0","0","1","11","10","32","","","","","",""
"Walking","Walk","","","","2026-02-22","","1518.58996582031","","","","","0.512741684913635","0.823000013828278","","23","","73","91","","","0.524787094946407","15.38","31","0","0","0","0","","","","","","","","","","","","","","","","",""
"Running","Run","","1.91666666666667","","2026-02-24","","13801.51953125","275","538","1918.372","","1.93496334552765","1.98099994659424","","140","","147","166","","","0.709295205255909","109.64","43","33","45","0","0","","","","","","25","2","4","13","21","51","","","","","4",""
"Trail Running","Run","","1","","2026-02-25","","10802.51953125","342","525","1290.075","","1.0475869178772","2.86400008201599","","165","","135","155","","","0.637573343847095","47.23","43","21","1","0","0","","","","","","0","0","2","11","7","42","","","","","",""
"","Run","","1.25","","2026-02-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trail Running","Run","","1","","2026-02-27","","11268.080078125","346","583","1350.6","","1.08278226852417","2.89100003242493","","164","","142","160","","","0.680210158561285","55.62","31","25","12","0","0","","","","","","2","1","2","11","9","41","","","","","",""
"Trail Running","Run","","2","","2026-02-28","","20031.400390625","340","573","2391.112","","1.95354330539703","2.84800004959106","","162","","136","159","","","0.647208987161414","92.2","73","40","9","0","0","","","","","","1","2","5","19","16","74","","","","","",""
"Trail Running","Run","","1","","2026-03-01","","10776.1796875","357","619","1317.138","","1.02291977405548","2.92600011825562","","166","","138","163","","","0.647358864184851","47.51","38","23","3","0","0","","","","","","2","0","2","8","8","41","","","","","",""
"Running","Run","","1","","2026-03-03","","10767.58984375","361","590","1315.816","","1.01320695877075","2.95199990272522","","166","","137","162","","","0.652950067655325","47.86","38","20","6","0","0","","","","","","0","1","5","9","6","39","","","","","",""
"Trail Running","Run","","1","","2026-03-04","","10745.9501953125","353","556","1287.394","","1.01089215278625","2.95300006866455","","165","","137","157","","","0.648681484520368","47.14","37","23","3","0","0","","","","","","0","1","3","7","7","42","","","","","",""
"Trail Running","Run","","0.75","","2026-03-05","","8066.7900390625","357","569","967.254","","0.751290023326874","2.98300004005432","","166","","134","157","","","0.638741987454891","33.72","31","14","1","0","0","","","","","","0","0","1","8","5","31","","","","","",""
"Running","Run","","0.5","","2026-03-06","","5793.14013671875","359","640","678.533","","0.524496674537659","3.06800007820129","","166","","133","155","","","0.634742559596079","23.04","23","10","0","0","0","","","","","","0","0","1","7","2","22","","","","","",""
"Trail Running","Run","","","","2026-03-07","","1132.43994140625","362","470","129.897","","0.0995636060833931","3.15899991989136","","165","","140","150","","","0.674796904264132","4.73","2","4","0","0","0","","","","","","0","0","0","0","0","6","","","","","",""
"Trail Running","Run","","","","2026-03-07","","44324.30078125","346","605","5356.175","","4.29772996902466","2.86500000953674","","162","","162","173","","","0.799730067297623","315.78","0","38","209","29","0","","","","","","8","6","14","25","33","171","","","","","",""
"Trail Running","Run","","","","2026-03-11","","5418.39013671875","348","571","626.293","","0.500440001487732","3.00799989700317","","167","","134","150","","","0.62900051415093","21.55","22","9","0","0","0","","","","","","0","0","0","5","4","21","","","","","",""
"Trail Running","Run","","","","2026-03-12","","7849.66015625","336","584","915.233","","0.757629990577698","2.87800002098083","","160","","142","161","","","0.675424057237148","38.02","23","17","7","0","0","","","","","","0","0","1","10","6","27","","","","","",""
"Trail Running","Run","","1","","2026-03-13","","10428.1298828125","349","531","1260.393","","1.00166416168213","2.89199995994568","","165","","143","165","","","0.687274536098822","52.42","26","24","13","0","0","","","","","","1","1","1","8","9","39","","","","","",""
"Trail Running","Run","","1","","2026-03-14","","10639.580078125","349","686","1280.466","","1.01862525939941","2.90100002288818","","158","","144","163","","","0.695512417094866","54.61","24","26","15","0","0","","","","","","2","1","2","8","9","39","","","","","",""
"Trail Running","Run","","1","","2026-03-15","","10762.98046875","350","553","1268.662","","1.00526714324951","2.97399997711182","","164","","136","157","","","0.637734906439313","45.28","42","19","2","0","0","","","","","","0","0","2","9","8","41","","","","","",""
"Trail Running","Run","","1.25","","2026-03-17","","13800.669921875","358","669","1637.344","","1.26816582679749","3.02300000190735","","166","","143","164","","","0.682986876779399","65.92","33","32","15","0","0","","","","","","0","1","2","10","11","51","","","","","",""
"Trail Running","Run","","1","","2026-03-18","","10764.41015625","347","558","1282.54","","1.02596414089203","2.91400003433228","","165","","136","156","","","0.638200411725215","46.32","41","22","1","0","0","","","","","","0","0","2","9","8","42","","","","","",""
"Trail Running","Run","","1.75","","2026-03-19","","14029.16015625","282","574","1950.903","","1.92392754554749","2.02600002288818","","141","","148","167","","","0.714764105435281","110.7","42","32","46","0","0","","","","","","25","2","2","10","22","54","","","","","",""
"Trail Running","Run","","1","","2026-03-20","","10749.1396484375","349","535","1284.22","","1.02281498908997","2.91899991035461","","166","","135","157","","","0.638126106150266","46.15","40","22","1","0","0","","","","","","0","2","3","9","6","41","","","","","",""
"Trail Running","Run","","3","","2026-03-21","","28498.25","324","575","3515.211","","3.00724363327026","2.63199996948242","","157","","141","161","","","0.65903419698197","148.76","94","79","19","0","0","","","","","","11","5","6","17","32","109","","","","","",""
"Trail Running","Run","","2","","2026-03-22","","21532.2890625","358","549","2583.511","","2.00188660621643","2.98799991607666","","166","","135","161","","","0.639944557529405","92.41","80","36","8","0","0","","","","","","1","2","3","11","15","88","","","","","",""
"Trail Running","Run","","1.25","","2026-03-24","","12331.8798828125","325","544","1567.835","","1.33771336078644","2.56100010871887","","164","","146","169","","","0.700957217201521","73.35","33","29","22","0","0","","","","","","8","5","4","10","7","47","","","","","",""
"Trail Running","Run","","1","","2026-03-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trail Running","Run","","1.25","","2026-03-26","","13909.4296875","370","584","1666.616","","1.25072383880615","3.08899998664856","","167","","141","167","","","0.691138442292053","66.56","42","11","25","0","0","","","","","","0","0","4","23","3","44","","","","","",""
"Trail Running","Run","","1","","2026-03-27","","11071.3203125","349","553","1315.083","","1.04582917690277","2.94099998474121","","165","","134","154","","","0.626778767108631","45.57","47","18","0","0","0","","","","","","0","1","2","10","7","42","","","","","",""
"Trail Running","Run","","3.5","","2026-03-28","","36025.1015625","329","564","4326.528","","3.65566349029541","2.73699998855591","","158","","142","161","","","0.67296943568596","189.44","100","92","40","0","0","","","","","","2","4","12","34","43","124","","","","","",""
"Trail Running","Run","","2.5","","2026-03-29","","18462.630859375","268","545","2418.709","","2.50374555587769","2.04800009727478","","136","","138","159","","","0.650624351813643","120.13","85","65","9","0","0","","","","","","29","9","8","18","24","62","","","","","",""
"Trail Running","Run","","1.5","","2026-03-31","","17295.44921875","370","554","2027.842","","1.52027356624603","3.16000008583069","","168","","141","164","","","0.673047957771925","77.09","42","42","11","0","0","","","","","","0","0","1","9","14","66","","","","","",""
"Trail Running","Run","","1","","2026-04-01","","11535.2900390625","345","546","1359.853","","1.09551584720612","2.92499995231628","","162","","140","159","","","0.665245644600142","53.82","34","29","7","0","0","","","","","","0","0","2","11","12","40","","","","","",""
"Trail Running","Run","","2","","2026-04-02","","14030.1396484375","281","561","1947.856","","1.927579164505","2.0220000743866","","144","","153","172","","","0.739802191727588","118.8","33","30","54","8","0","","","","","","24","2","4","14","20","52","","","","","",""
"Trail Running","Run","","1","","2026-04-03","","10221.08984375","334","536","1204.555","","1.00285696983337","2.83100008964539","","163","","135","154","","","0.633789171128949","44.62","42","20","0","0","0","","","","","","0","1","3","11","9","36","","","","","",""
"Trail Running","Run","","5","","2026-04-04","","46740.05078125","320","552","5769.396","","5.00271081924438","2.59500002861023","","157","","143","164","","","0.673742412613804","261.93","131","117","67","0","0","","","","","","15","6","17","54","45","163","","","","","",""
"Trail Running","Run","","2","","2026-04-05","","21032.55078125","348","487","2411.762","","1.92404341697693","3.03699994087219","","166","","134","152","","","0.61471750221105","81.86","96","22","0","0","0","","","","","","1","2","4","7","8","94","","","","","",""
"Trail Running","Run","","1","","2026-04-07","","11048.4404296875","348","531","1313.544","","1.04876136779785","2.92600011825562","","161","","139","159","","","0.654258516622163","49.8","34","29","2","0","0","","","","","","0","1","3","6","11","42","","","","","",""
"Trail Running","Run","","2","","2026-04-08","","14881.9404296875","265","544","2092.375","","2.1920108795166","1.8860000371933","","137","","147","167","","","0.707691260312861","124.02","51","31","54","0","0","","","","","","33","2","4","13","28","52","","","","","",""
"Trail Running","Run","","1","","2026-04-09","","11011.259765625","347","517","1320.764","","1.05693662166595","2.89400005340576","","166","","138","158","","","0.680643333375416","54.32","5","50","8","0","0","","","","","","1","1","1","10","8","41","","","","","",""
"Trail Running","Run","","1","","2026-04-10","","12260.990234375","353","541","1397.382","","1.10103893280029","3.09299993515015","","163","","141","161","","","0.68822443163962","57.9","2","56","8","0","0","","","","","","1","0","1","4","7","53","","","","","",""
"Trail Running","Run","","6","","2026-04-11","","56015.73828125","310","552","6606.171","","5.91205453872681","2.63199996948242","","153","","141","161","","","0.682006154025871","318.49","10","294","51","0","0","","","","","","3","6","26","79","81","160","","","","","",""
"Trail Running","Run","","2","","2026-04-12","","13056.7197265625","342","535","1556.772","","1.26252520084381","2.87299990653992","","165","","132","154","","","0.642925511887214","58.15","16","59","0","0","0","","","","","","0","0","3","12","12","47","","","","","",""
"Walking","Walk","","","","2026-04-12","","3957.15991210938","","","","","1.77982771396637","0.617999970912933","","30","","66","109","","","0.145260758818656","4.22","107","0","0","0","0","","","","","","","","","","","","","","","","",""
"Trail Running","Run","","1","","2026-04-14","","11033.73046875","356","641","1314.782","","1.02516555786133","2.99000000953674","","166","","137","159","","","0.667198872194677","50.56","6","51","5","0","0","","","","","","1","2","2","7","7","43","","","","","",""
"Trail Running","Run","","1","","2026-04-15","","11012.7998046875","355","654","1328.69","","1.03761112689972","2.94799995422363","","167","","139","159","","","0.686423594132867","54.2","4","50","8","0","0","","","","","","0","1","3","8","9","42","","","","","",""
"Trail Running","Run","","1.75","","2026-04-16","","13412.330078125","290","559","1882.938","","1.80502414703369","2.06399989128113","","147","","146","168","","","0.729000546945546","107.86","2","65","38","3","0","","","","","","22","2","3","11","16","55","","","","","",""
"Trail Running","Run","","1","","2026-04-17","","10872.4599609375","343","628","1317.49","","1.06647408008575","2.83200001716614","","164","","136","160","","","0.668595714505389","52.91","10","47","7","0","0","","","","","","1","1","2","10","11","39","","","","","",""
"Trail Running","Run","","2","","2026-04-18","","21011.1796875","351","566","2493.102","","1.97149813175201","2.96000003814697","","166","","138","161","","","0.675975614648155","101.48","14","92","12","0","0","","","","","","0","1","5","16","15","80","","","","","",""
"Trail Running","Run","","1.25","","2026-04-19","","13199.2802734375","365","676","1569.16","","1.1924375295639","3.07500004768372","","168","","139","158","","","0.684645758144664","62.2","9","54","8","0","0","","","","","","0","1","2","12","8","48","","","","","",""
"Trail Running","Run","","1","","2026-04-21","","11006.0595703125","363","597","1311.182","","1.00386452674866","3.04500007629395","","168","","138","164","","","0.687770217973299","52.61","8","41","11","0","0","","","","","","0","0","4","13","4","39","","","","","",""
"Trail Running","Run","","1","","2026-04-22","","10504.330078125","352","581","1269.77","","1.00149583816528","2.91400003433228","","168","","138","158","","","0.678853002418621","51.14","5","49","6","0","0","","","","","","0","0","3","8","8","40","","","","","",""
"Trail Running","Run","","0.75","","2026-04-23","","7028.669921875","367","625","774.885","","0.585935533046722","3.33200001716614","","169","","133","151","","","0.791164708889466","40.08","2","33","0","0","0","","","","","","0","0","0","1","2","32","","","","","",""
"Trail Running","Run","","0.5","","2026-04-24","","5278.3701171875","320","539","580.077","","0.503632247447968","2.91100001335144","","164","","121","151","","","0.614869928097756","20.74","19","12","0","0","0","","","","","","1","0","0","1","7","21","","","","","",""
"Trail Running","Run","","","","2026-04-25","","99698.5390625","247","523","11155.082","","12.5556497573853","2.20600008964539","","139","","150","174","","","0.738327028516091","807.72","4","381","359","10","0","","","","","","73","84","160","135","105","196","","","","","",""
"Trail Running","Run","","","","2026-05-03","","10390.169921875","345","619","1246.542","","1.00221586227417","2.88000011444092","","167","","136","156","","","0.658272567590808","48.1","3","54","3","0","0","","","","","","0","0","2","10","8","39","","","","","",""
"Walking","Walk","","","","2026-05-03","","4001.34008789063","","","","","1.72538566589355","0.643999993801117","","34","","77","109","","","0.162099955407894","5.09","104","0","0","0","0","","","","","","","","","","","","","","","","",""
"Trail Running","Run","","","","2026-05-05","","11689.9404296875","335","545","1410.508","","1.17017304897308","2.77500009536743","","164","","141","159","","","0.692546832843064","62.41","0","57","13","0","0","","","","","","1","1","6","12","8","42","","","","","",""
"ROUVY - The Grand Finale | Team Visma | Lease a Bike","Bike","","","","2026-05-06","","23729.599609375","153","306","551.319","","1.00000023841858","6.59299993515015","","87","","120","150","","","0.666274490315532","43.96","36","24","0","0","0","","","","","","20","36","0","0","3","0","","","","","",""
"Trail Running","Run","","","","2026-05-07","","10809.830078125","358","561","1299.658","","1.0081399679184","2.9779999256134","","167","","144","165","","","0.720081564002884","57.9","1","42","18","0","0","","","","","","0","1","3","8","6","42","","","","","",""
"Trail Running","Run","","","","2026-05-09","","16547.970703125","359","623","1960.794","","1.51494753360748","3.03399991989136","","168","","144","163","","","0.713013387417188","86.2","2","63","26","0","0","","","","","","1","0","3","12","12","63","","","","","",""
"Indoor Cycling","Bike","","","","2026-05-11","","30017.509765625","179","229","631.345","","1.01422190666199","8.2209997177124","","87","","117","131","","","0.720994014009821","52.34","47","14","0","0","0","","","","","","15","17","28","0","0","0","","","","","",""
"Treadmill Running","Run","","","","2026-05-12","","11000","357","411","1286.105","","1.00083160400391","3.05299997329712","","164","","136","168","","","0.684994042690862","52.02","14","36","10","0","0","","","","","","0","0","0","0","1","58","","","","","",""
"Indoor Cycling","Bike","","","","2026-05-13","","29814.380859375","188","243","663.909","","1.00075674057007","8.27600002288818","","84","","129","147","","","0.780044847572715","60.47","17","44","0","0","0","","","","","","18","10","18","14","0","0","","","","","",""
"Running","Run","","","","2026-05-14","","13128.8095703125","344","567","1551.423","","1.25169551372528","2.91400003433228","","166","","147","170","","","0.740842714135865","76.53","1","43","29","2","0","","","","","","0","1","7","14","7","46","","","","","",""
"Trail Running","Run","","","","2026-05-16","","17836.5","301","608","2236.974","","2.06411552429199","2.40000009536743","","150","","144","167","","","0.715821671383637","119.31","4","76","44","0","0","","","","","","12","7","9","16","19","60","","","","","",""
"Trail Running","Run","","","","2026-05-17","","13028.75","355","553","1557.263","","1.21706926822662","2.97399997711182","","168","","137","159","","","0.668694181782817","60.56","5","59","8","0","0","","","","","","1","1","3","10","10","47","","","","","",""
